Categoría;Pregunta;Respuesta
Compra de Materiales y Control de Calidad;¿Sirve tomar fotos del acero y tuberías?;"Sí, con escala, ubicación y fecha; ayudan en control y mantenimiento, pero no sustituyen inspección."
Compra de Materiales y Control de Calidad;¿Cuál es la forma correcta de resolver las fotos de trabajos ocultos en una vivienda autoconstruida?;"Sí, con escala, ubicación y fecha; ayudan en control y mantenimiento, pero no sustituyen inspección."
Compra de Materiales y Control de Calidad;¿Cómo se verifica las fotos de trabajos ocultos en obra?;"Sí, con escala, ubicación y fecha; ayudan en control y mantenimiento, pero no sustituyen inspección. Debe revisarse ejes, etiquetas y respaldo."
Compra de Materiales y Control de Calidad;¿Qué error frecuente se comete con las fotos de trabajos ocultos?;El error frecuente es no documentar lo oculto. Esto puede causar cortes accidentales futuros.
Compra de Materiales y Control de Calidad;¿Por qué es importante controlar las fotos de trabajos ocultos?;"Porque una ejecución incorrecta puede causar cortes accidentales futuros. La referencia correcta es: Sí, con escala, ubicación y fecha; ayudan en control y mantenimiento, pero no sustituyen inspección."
Compra de Materiales y Control de Calidad;¿Siempre conviene comprar lo más barato?;No. Deben compararse especificación, rendimiento, garantía, procedencia y costo total.
Compra de Materiales y Control de Calidad;¿Cuál es la forma correcta de resolver la compra por menor precio en una vivienda autoconstruida?;No. Deben compararse especificación, rendimiento, garantía, procedencia y costo total.
Compra de Materiales y Control de Calidad;¿Cómo se verifica la compra por menor precio en obra?;No. Deben compararse especificación, rendimiento, garantía, procedencia y costo total. Debe revisarse fichas, comprobantes y lote.
Compra de Materiales y Control de Calidad;¿Qué error frecuente se comete con la compra por menor precio?;El error frecuente es comprar sin marca ni ficha. Esto puede causar fallas tempranas.
Compra de Materiales y Control de Calidad;¿Qué consecuencias puede tener el error de comprar sin marca ni ficha?;Este error puede generar fallas tempranas. La acción correcta es comparar desempeño.
Compra de Materiales y Control de Calidad;¿Por qué es importante controlar la compra por menor precio?;Porque una ejecución incorrecta puede causar fallas tempranas. La referencia correcta es: No. Deben compararse especificación, rendimiento, garantía, procedencia y costo total.
Escaleras: Diseño, Estructura y Seguridad;¿Cuál es el paso mínimo de una escalera en una vivienda?;En una escalera de vivienda, el paso o huella debe tener como mínimo 0.25 m, medido en la proyección horizontal útil del peldaño. El acabado final no debe reducir esa dimensión.
Escaleras: Diseño, Estructura y Seguridad;¿Cuál es el paso mínimo de una escalera en una edificación industrial?;En una edificación industrial, la huella mínima indicada por la Norma A.010 es 0.25 m.
Escaleras: Diseño, Estructura y Seguridad;¿Cuál es el paso mínimo de una escalera en un comercio?;En comercio, la huella mínima es 0.28 m. Una escalera comercial con huellas de 0.25 m no cumple ese mínimo.
Escaleras: Diseño, Estructura y Seguridad;¿Cuál es el paso mínimo de una escalera en una oficina?;En oficinas, la huella mínima es 0.28 m.
Escaleras: Diseño, Estructura y Seguridad;¿Cuál es el paso mínimo de una escalera en un hospedaje?;En hospedajes, la huella mínima es 0.28 m.
Escaleras: Diseño, Estructura y Seguridad;¿Cuál es el paso mínimo de una escalera en un local de servicios comunales?;En servicios comunales, la huella mínima es 0.28 m.
Escaleras: Diseño, Estructura y Seguridad;¿Cuál es el paso mínimo de una escalera en un establecimiento de salud?;En establecimientos de salud, la huella mínima es 0.30 m.
Escaleras: Diseño, Estructura y Seguridad;¿Cuál es el paso mínimo de una escalera en un centro educativo?;En edificaciones educativas, la huella mínima es 0.30 m.
Escaleras: Diseño, Estructura y Seguridad;¿Cuál es el paso mínimo de una escalera en un local de recreación o deportes?;En locales de recreación y deportes, la huella mínima es 0.30 m.
Escaleras: Diseño, Estructura y Seguridad;¿Cuál es el paso mínimo de una escalera en un terminal de transporte o comunicaciones?;En edificaciones de transporte y comunicaciones, la huella mínima es 0.30 m.
Escaleras: Diseño, Estructura y Seguridad;¿Cuál es el contrapaso máximo de una escalera?;El contrapaso o contrahuella no debe exceder 0.18 m. Puede diseñarse menor, pero todos los contrapasos del tramo deben conservar una geometría uniforme y segura.
Escaleras: Diseño, Estructura y Seguridad;¿Se puede construir una escalera con contrapasos de 19 cm?;No como solución ordinaria conforme a la Norma A.010, porque supera el máximo de 0.18 m. Debe redistribuirse la altura total aumentando el número de contrapasos.
Escaleras: Diseño, Estructura y Seguridad;¿Se puede construir una escalera con contrapasos de 20 cm?;No. Un contrapaso de 0.20 m supera el máximo de 0.18 m establecido para escaleras.
Escaleras: Diseño, Estructura y Seguridad;¿Cuántos peldaños puede tener una escalera entre descansos?;Una escalera puede tener como máximo 17 pasos entre descansos. Si el tramo necesita más, debe incorporarse otro descanso.
Escaleras: Diseño, Estructura y Seguridad;¿Puede una escalera tener 18 pasos seguidos sin descanso?;No. La Norma A.010 limita a 17 el número máximo de pasos entre descansos.
Escaleras: Diseño, Estructura y Seguridad;¿Cuál es la longitud mínima del descanso de una escalera lineal?;En una escalera lineal, el descanso debe tener como mínimo 0.90 m de longitud.
Escaleras: Diseño, Estructura y Seguridad;¿Puede el descanso de una escalera lineal medir 60 cm?;No. Un descanso lineal de 0.60 m es menor que el mínimo de 0.90 m.
Escaleras: Diseño, Estructura y Seguridad;¿Qué ancho debe tener el descanso de una escalera que cambia de dirección?;En una escalera no lineal, el descanso debe tener como mínimo el mismo ancho del tramo de la escalera.
Escaleras: Diseño, Estructura y Seguridad;¿Cuál es el ancho mínimo de una escalera interior de una vivienda?;Cuando la escalera está entre muros, el ancho libre mínimo es 0.90 m.
Escaleras: Diseño, Estructura y Seguridad;¿Puede una escalera interior de vivienda tener 80 cm de ancho?;Sí únicamente en las configuraciones permitidas por la Norma A.020, como una escalera con un lado abierto o dos tramos sin muro intermedio. Si está entre muros, el mínimo es 0.90 m.
Escaleras: Diseño, Estructura y Seguridad;¿Puede una escalera interior entre paredes tener solo 70 cm de ancho?;No. Para una vivienda, el ancho libre mínimo entre muros es 0.90 m.
Escaleras: Diseño, Estructura y Seguridad;¿Cuál es el ancho mínimo de una escalera de vivienda con un lado abierto?;En una vivienda, cuando uno de los lados está abierto, el ancho mínimo puede ser 0.80 m.
Escaleras: Diseño, Estructura y Seguridad;¿Cuál es el ancho mínimo de una escalera de dos tramos sin muro intermedio?;En vivienda, dos tramos sin muro intermedio pueden tener un ancho mínimo de 0.80 m.
Escaleras: Diseño, Estructura y Seguridad;¿Cuál es el ancho mínimo de una escalera integrada en un edificio multifamiliar?;En viviendas multifamiliares o conjuntos residenciales, una escalera integrada de uso común debe tener como mínimo 1.20 m entre muros.
Escaleras: Diseño, Estructura y Seguridad;¿Cuál es el ancho mínimo de una escalera exterior que sirve a dos viviendas del piso superior?;Una escalera exterior que sirve a una vivienda bifamiliar o a dos unidades del nivel superior debe tener como mínimo 1.00 m.
Escaleras: Diseño, Estructura y Seguridad;¿Cuál es el ancho mínimo de una escalera protegida?;La escalera protegida debe tener un ancho libre mínimo de 1.20 m y pasamanos en ambos lados.
Escaleras: Diseño, Estructura y Seguridad;¿Cuál es el ancho mínimo de la puerta de acceso a una escalera protegida?;La puerta de acceso a una escalera protegida debe tener como mínimo 1.00 m de ancho.
Escaleras: Diseño, Estructura y Seguridad;¿Cómo se mide el ancho de una escalera?;Se mide como ancho libre entre muros, cerramientos o límites terminados del tramo. Debe considerarse el acabado final y cualquier elemento que invada la circulación.
Escaleras: Diseño, Estructura y Seguridad;¿El pasamanos reduce el ancho útil de una escalera?;Un pasamanos colocado hasta 0.10 m desde el muro no reduce el ancho exigido. Si sobresale más, la escalera debe ensancharse para conservar el ancho libre requerido.
Escaleras: Diseño, Estructura y Seguridad;¿A qué altura debe colocarse el pasamanos de una escalera interior de vivienda?;La Norma A.020 exige por lo menos un pasamanos a 1.00 m de altura en las escaleras interiores de vivienda.
Escaleras: Diseño, Estructura y Seguridad;¿Cuál es la altura mínima de la baranda inclinada de una escalera?;En el tramo inclinado de una escalera, la baranda debe tener como mínimo 0.85 m, medidos verticalmente desde el borde del paso.
Escaleras: Diseño, Estructura y Seguridad;¿Cuál es la altura mínima de una baranda en un descanso de escalera?;Como regla general, la baranda debe tener como mínimo 1.00 m. Cuando la diferencia de nivel es de 11.00 m o más, o en azoteas, el mínimo es 1.10 m.
Escaleras: Diseño, Estructura y Seguridad;¿Cuándo una escalera necesita baranda?;Debe protegerse con baranda o antepecho todo borde abierto cuya diferencia de nivel con el piso inferior sea mayor de 1.00 m.
Escaleras: Diseño, Estructura y Seguridad;¿Qué separación máxima pueden tener los elementos de una baranda de escalera?;La baranda abierta no debe permitir el paso de una esfera de 0.15 m de diámetro. Esto busca evitar que una persona, especialmente un niño, atraviese el espacio.
